run_dir,case,replicate,frame,time_s,time_min,dx,dy,dz,net_displacement
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/03_plus_x_cap_fixed_binders/r0001,03_plus_x_cap_fixed_binders,r0001,20,20.0,0.3333333333333333,0.8811,0.0456,0.0091,0.8823261188472208
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/04_plus_x_cap_fixed_plus_motors/r0001,04_plus_x_cap_fixed_plus_motors,r0001,0,0.0,0.0,0.0,0.0,0.0,0.0
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/04_plus_x_cap_fixed_plus_motors/r0001,04_plus_x_cap_fixed_plus_motors,r0001,1,1.0,0.016666666666666666,0.0013,-0.0026,0.0004,0.002934280150224242
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/04_plus_x_cap_fixed_plus_motors/r0001,04_plus_x_cap_fixed_plus_motors,r0001,2,2.0,0.03333333333333333,-0.012,0.0004,-0.0034,0.012478781991845198
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/04_plus_x_cap_fixed_plus_motors/r0001,04_plus_x_cap_fixed_plus_motors,r0001,3,3.0,0.05,-0.0267,-0.0041,-0.0021,0.02709446437927866
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/04_plus_x_cap_fixed_plus_motors/r0001,04_plus_x_cap_fixed_plus_motors,r0001,4,4.0,0.06666666666666667,-0.0559,-0.0005,-0.0047,0.056099465238092956
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/04_plus_x_cap_fixed_plus_motors/r0001,04_plus_x_cap_fixed_plus_motors,r0001,5,5.0,0.08333333333333333,-0.0802,-0.0017,-0.0032,0.08028181612295526
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/04_plus_x_cap_fixed_plus_motors/r0001,04_plus_x_cap_fixed_plus_motors,r0001,6,6.0,0.1,-0.1173,0.0014,0.0041,0.11737998125745293
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/04_plus_x_cap_fixed_plus_motors/r0001,04_plus_x_cap_fixed_plus_motors,r0001,7,7.0,0.11666666666666667,-0.1468,0.0034,0.0048,0.14691780014688488
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/04_plus_x_cap_fixed_plus_motors/r0001,04_plus_x_cap_fixed_plus_motors,r0001,8,8.0,0.13333333333333333,-0.1647,0.0076,0.0034,0.16491030895611106
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/04_plus_x_cap_fixed_plus_motors/r0001,04_plus_x_cap_fixed_plus_motors,r0001,9,9.0,0.15,-0.1828,0.0026,0.005,0.18288685026540316
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/04_plus_x_cap_fixed_plus_motors/r0001,04_plus_x_cap_fixed_plus_motors,r0001,10,10.0,0.16666666666666666,-0.1992,0.0037,0.0063,0.1993339409132323
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/04_plus_x_cap_fixed_plus_motors/r0001,04_plus_x_cap_fixed_plus_motors,r0001,11,11.0,0.18333333333333332,-0.2095,-0.0048,0.0092,0.20975683540709703
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/04_plus_x_cap_fixed_plus_motors/r0001,04_plus_x_cap_fixed_plus_motors,r0001,12,12.0,0.2,-0.2262,-0.0025,0.0062,0.22629876270099225
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/04_plus_x_cap_fixed_plus_motors/r0001,04_plus_x_cap_fixed_plus_motors,r0001,13,13.0,0.21666666666666667,-0.2417,0.0003,0.0052,0.24175611677887285
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/04_plus_x_cap_fixed_plus_motors/r0001,04_plus_x_cap_fixed_plus_motors,r0001,14,14.0,0.23333333333333334,-0.253,0.0013,0.0053,0.25305884691114827
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/04_plus_x_cap_fixed_plus_motors/r0001,04_plus_x_cap_fixed_plus_motors,r0001,15,15.0,0.25,-0.2678,-0.0011,0.0039,0.26783065545228385
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/04_plus_x_cap_fixed_plus_motors/r0001,04_plus_x_cap_fixed_plus_motors,r0001,16,16.0,0.26666666666666666,-0.2809,0.001,0.0066,0.2809793052877738
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/04_plus_x_cap_fixed_plus_motors/r0001,04_plus_x_cap_fixed_plus_motors,r0001,17,17.0,0.2833333333333333,-0.291,0.0013,0.003,0.29101836711795354
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/04_plus_x_cap_fixed_plus_motors/r0001,04_plus_x_cap_fixed_plus_motors,r0001,18,18.0,0.3,-0.3084,0.0031,0.0043,0.3084455543527901
