model,group,case,xlink_regime,run_dir,run_path,n_frames_used,threshold_vz_abs,mean_vz_abs,peak_vz_abs,time_to_peak_min,auc_vz_abs,active_transport_fraction,onset_time_min,net_z_displacement,abs_net_z_displacement,early_mean_vz_abs,mid_mean_vz_abs,late_mean_vz_abs
rotatable,mpc12,c80_m12,1:4,r0007,/home/thekaka/project/cytosim/clu/job14/save/r0007,400,0.009560635356359143,0.00820686238161437,0.03635166036985492,0.7666666666666667,6.533858395150583,0.3225,0.3,-0.3142189932537619,0.3142189932537619,0.008822609375599873,0.008457663669795857,0.007360342644885378
rotatable,mpc12,c80_m12,1:4,r0010,/home/thekaka/project/cytosim/clu/job14/save/r0010,400,0.009560635356359143,0.006455263731785523,0.03362331346580477,5.9,5.147690883792708,0.2675,0.26666666666666666,0.963110403397028,0.963110403397028,0.0072500201215617115,0.006555953425878448,0.005618015911195412
rotatable,mpc12,c80_m12,1:4,r0013,/home/thekaka/project/cytosim/clu/job14/save/r0013,400,0.009560635356359143,0.007417407534396864,0.027117503086300204,5.266666666666667,5.915728488871963,0.31,0.3,-0.6079317269076303,0.6079317269076303,0.0075497784966460976,0.007740543611346803,0.006927159014930076
rotatable,mpc12,c80_m12,1:4,r0016,/home/thekaka/project/cytosim/clu/job14/save/r0016,400,0.009560635356359143,0.007994540092794314,0.034613375130616575,9.033333333333333,6.377505124546772,0.3225,0.13333333333333333,2.377742946708464,2.377742946708464,0.007604827317207108,0.008670918954887186,0.007574074375091616
rotatable,mpc12,c80_m12,1:4,r0019,/home/thekaka/project/cytosim/clu/job14/save/r0019,400,0.009560635356359143,0.007765192978099502,0.029618473895582365,8.533333333333333,6.199185946707381,0.3225,0.4,-2.5295628773254752,2.5295628773254752,0.008612374269116325,0.007837787788402434,0.006912492251561779
rotatable,mpc12,c80_m12,1:4,r0022,/home/thekaka/project/cytosim/clu/job14/save/r0022,400,0.009560635356359143,0.008015413598272755,0.030953544400645044,9.5,6.3987137448265585,0.365,0.3,2.7009518773135914,2.7009518773135914,0.007599195550515863,0.008611431450459919,0.007711041612433024
rotatable,mpc12,c80_m12,1:4,r0025,/home/thekaka/project/cytosim/clu/job14/save/r0025,400,0.009560635356359143,0.007028612697674696,0.03779008556850372,9.0,5.60021061093085,0.2775,0.5333333333333333,-0.4383225755667516,0.4383225755667516,0.005863524333824962,0.007674502892383682,0.007347406484634773
rotatable,mpc12,c80_m12,1:4,r0028,/home/thekaka/project/cytosim/clu/job14/save/r0028,400,0.009560635356359143,0.006979565050468074,0.027283159138702367,0.7666666666666667,5.556778901345599,0.2725,0.36666666666666664,1.0532166170407695,1.0532166170407695,0.0075939338801298125,0.0063842106007872676,0.007103177849875511
rotatable,mpc12,c80_m12,1:8,r0002,/home/thekaka/project/cytosim/clu/job14/save/r0002,400,0.009853449874497095,0.008733659271394911,0.047684458398744134,5.066666666666666,6.957361744693112,0.3675,0.03333333333333333,3.2082679225536372,3.2082679225536372,0.009286563454578196,0.009239386558758288,0.007652325753048977
rotatable,mpc12,c80_m12,1:8,r0005,/home/thekaka/project/cytosim/clu/job14/save/r0005,400,0.009853449874497095,0.008612849948428439,0.037626061083077304,11.233333333333333,6.889440790986179,0.3525,0.5666666666666667,0.34760029963120453,0.34760029963120453,0.009186193019751309,0.00820744290548248,0.008556233390828992
rotatable,mpc12,c80_m12,1:8,r0008,/home/thekaka/project/cytosim/clu/job14/save/r0008,400,0.009853449874497095,0.007479494132508047,0.03747995724211661,0.6333333333333333,5.982927214076986,0.27,0.3333333333333333,1.1654195617316945,1.1654195617316945,0.009068052066694657,0.0077891491950995055,0.005681886090088765
rotatable,mpc12,c80_m12,1:8,r0011,/home/thekaka/project/cytosim/clu/job14/save/r0011,400,0.009853449874497095,0.008470845357610984,0.04452592980618138,2.966666666666667,6.754891628934306,0.34,0.1,1.4402040344868228,1.4402040344868228,0.011115126699435318,0.007343893915939198,0.007359190674967261
rotatable,mpc12,c80_m12,1:8,r0014,/home/thekaka/project/cytosim/clu/job14/save/r0014,400,0.009853449874497095,0.008622479535140743,0.03593270519997174,12.9,6.880458402408931,0.3325,0.13333333333333333,0.48645778013807717,0.48645778013807717,0.008028316928189914,0.009408089430947984,0.008262661717248094
rotatable,mpc12,c80_m12,1:8,r0017,/home/thekaka/project/cytosim/clu/job14/save/r0017,400,0.009853449874497095,0.008095027834908196,0.035160500544069606,5.433333333333334,6.459588225338078,0.335,0.03333333333333333,0.7633297062023936,0.7633297062023936,0.010340080807073172,0.007447655256730819,0.006796894881007239
rotatable,mpc12,c80_m12,1:8,r0020,/home/thekaka/project/cytosim/clu/job14/save/r0020,400,0.009853449874497095,0.007268200180696703,0.02801728432219741,6.866666666666666,5.782873334615855,0.2725,0.26666666666666666,-0.030024537742370946,0.030024537742370946,0.007546685806458838,0.006929295871309181,0.007403283058119863
rotatable,mpc12,c80_m12,1:8,r0023,/home/thekaka/project/cytosim/clu/job14/save/r0023,400,0.009853449874497095,0.00822850891910232,0.03683906564157044,3.6666666666666665,6.560770255057334,0.3325,0.6,-0.3771800621809258,0.3771800621809258,0.009286576086883139,0.0081865683817397,0.007315387450693731
rotatable,mpc12,c80_m12,1:8,r0026,/home/thekaka/project/cytosim/clu/job14/save/r0026,400,0.009853449874497095,0.00724935318865538,0.031079668441530286,7.4,5.787917531914907,0.2725,0.36666666666666664,-0.8030687165287961,0.8030687165287961,0.006402108355860743,0.006289284352613853,0.00911830326887516
rotatable,mpc12,c80_m12,1:8,r0029,/home/thekaka/project/cytosim/clu/job14/save/r0029,400,0.009853449874497095,0.008976227696302633,0.04490405114650288,0.7666666666666667,7.164821897343982,0.3875,0.6666666666666666,1.2756008359456632,1.2756008359456632,0.010101520021704898,0.008925370905157402,0.008012248550874504
rotatable,mpc12,c80_m12,1:16,r0003,/home/thekaka/project/cytosim/clu/job14/save/r0003,400,0.009608760109627612,0.0075417564019099005,0.03141091658084448,13.2,6.012807799179825,0.2875,0.06666666666666667,1.5854788877445936,1.5854788877445936,0.0077223731923253425,0.00731507332777633,0.007637245432906828
rotatable,mpc12,c80_m12,1:16,r0006,/home/thekaka/project/cytosim/clu/job14/save/r0006,400,0.009608760109627612,0.006761975800691258,0.027280418832937046,0.43333333333333335,5.401601207452522,0.26,0.23333333333333334,0.5505450564178249,0.5505450564178249,0.007679533940349046,0.007397597071873827,0.005200658172472464
rotatable,mpc12,c80_m12,1:16,r0009,/home/thekaka/project/cytosim/clu/job14/save/r0009,400,0.009608760109627612,0.00821528915510749,0.03147762747138416,5.466666666666667,6.553110616489738,0.365,0.26666666666666666,1.7458376690946937,1.7458376690946937,0.008153194216707231,0.009607473886573775,0.006677591353196715
rotatable,mpc12,c80_m12,1:16,r0012,/home/thekaka/project/cytosim/clu/job14/save/r0012,400,0.009608760109627612,0.006816018820856952,0.05586774699424979,0.6,5.43733403550697,0.2125,0.5,2.0029358966507513,2.0029358966507513,0.009558341870559954,0.005506099628420726,0.0058248084082674605
rotatable,mpc12,c80_m12,1:16,r0015,/home/thekaka/project/cytosim/clu/job14/save/r0015,400,0.009608760109627612,0.007070227936942026,0.031362007168458744,1.6333333333333333,5.652470111970415,0.2575,0.3333333333333333,0.7613927291346642,0.7613927291346642,0.009527605329964594,0.0067868273624156605,0.005162458291211258
rotatable,mpc12,c80_m12,1:16,r0018,/home/thekaka/project/cytosim/clu/job14/save/r0018,400,0.009608760109627612,0.006647873208271102,0.02793367346938755,7.5,5.29907391274308,0.25,0.6333333333333333,-2.150184001625153,2.150184001625153,0.0074197341920798155,0.007513518114827461,0.004955520589517738
rotatable,mpc12,c80_m12,1:16,r0021,/home/thekaka/project/cytosim/clu/job14/save/r0021,400,0.009608760109627612,0.0066053140991436665,0.025053734551316653,0.06666666666666667,5.254025594199404,0.24,0.03333333333333333,0.5975282106394402,0.5975282106394402,0.007630289212126643,0.0057682235241776555,0.0066327304945629625
rotatable,mpc12,c80_m12,1:16,r0024,/home/thekaka/project/cytosim/clu/job14/save/r0024,400,0.009608760109627612,0.008614699007325321,0.03622373804991208,3.433333333333333,6.867427385386227,0.315,0.03333333333333333,-1.9372163388804835,1.9372163388804835,0.012820290350279257,0.005983721940220269,0.007806921833693563
rotatable,mpc12,c80_m12,1:16,r0027,/home/thekaka/project/cytosim/clu/job14/save/r0027,400,0.009608760109627612,0.006421965779532941,0.03462454730922282,2.7666666666666666,5.114443199966089,0.215,0.03333333333333333,-2.0497977755308394,2.0497977755308394,0.008233656748792586,0.0054770354527009955,0.005858212525203889
rotatable,mpc12,c80_m12,1:16,r0030,/home/thekaka/project/cytosim/clu/job14/save/r0030,400,0.009608760109627612,0.0071453662505276275,0.0320715036803364,2.2,5.705120550369525,0.25,0.13333333333333333,-0.756309148264984,0.756309148264984,0.009329353955976968,0.00579646825611066,0.006705978175825901
rotatable,total480,c10_m48,1:4,r0001,/home/thekaka/project/cytosim/clu/10/r0001,400,0.009560635356359143,0.005549268363589091,0.02945168595902506,1.1666666666666667,4.427548455704066,0.15,0.13333333333333333,-1.1941747572815542,1.1941747572815542,0.006232584790917023,0.0052010514191218335,0.005327267499604851
rotatable,total480,c10_m48,1:4,r0004,/home/thekaka/project/cytosim/clu/10/r0004,400,0.009560635356359143,0.006538083869875064,0.03558808682483612,7.666666666666667,5.201580605119213,0.22,1.5666666666666667,0.13081228743772866,0.13081228743772866,0.005685350315093649,0.006729869331724148,0.007093102753398929
rotatable,total480,c10_m48,1:4,r0007,/home/thekaka/project/cytosim/clu/10/r0007,400,0.009560635356359143,0.004707401483325413,0.02255590223608948,0.8333333333333334,3.7381537127980033,0.125,0.03333333333333333,-0.1813799815260046,0.1813799815260046,0.0057904606748175194,0.003952290244875532,0.004588185009889697
rotatable,total480,c10_m48,1:4,r0010,/home/thekaka/project/cytosim/clu/10/r0010,400,0.009560635356359143,0.005554548900289816,0.02504027926960256,7.666666666666667,4.437325815476142,0.18,2.2333333333333334,1.2123569555653948,1.2123569555653948,0.004600959179766092,0.006195709680610765,0.005686633325436237
rotatable,total480,c10_m48,1:4,r0013,/home/thekaka/project/cytosim/clu/10/r0013,400,0.009560635356359143,0.005187372109961595,0.02424678152578756,2.7333333333333334,4.148207620366572,0.145,0.2,0.7688507540301608,0.7688507540301608,0.007016505369898356,0.00496882961434949,0.003776032540567253
rotatable,total480,c10_m48,1:4,r0016,/home/thekaka/project/cytosim/clu/10/r0016,400,0.009560635356359143,0.004088749858885093,0.02044539506794172,5.966666666666667,3.2589762399473496,0.06,0.5666666666666667,0.16305988928032278,0.16305988928032278,0.004116719954450168,0.00417525508715856,0.003964290121379263
rotatable,total480,c10_m48,1:4,r0019,/home/thekaka/project/cytosim/clu/10/r0019,400,0.009560635356359143,0.005601373109266581,0.030937992643195078,0.2,4.446357489608593,0.155,0.03333333333333333,-0.33196228988154675,0.33196228988154675,0.0061482093071072155,0.005221054842770997,0.005540107707978811
rotatable,total480,c10_m48,1:4,r0022,/home/thekaka/project/cytosim/clu/10/r0022,400,0.009560635356359143,0.004354402811863893,0.02209302325581397,4.033333333333333,3.467759975589306,0.0875,0.03333333333333333,-0.01679586563307478,0.01679586563307478,0.004727797626907482,0.004757777912984774,0.0035533322152355
rotatable,total480,c10_m48,1:4,r0025,/home/thekaka/project/cytosim/clu/10/r0025,400,0.009560635356359143,0.005320848363037915,0.021145887221934778,0.2,4.248530733886101,0.1725,0.13333333333333333,-1.1068287635799274,1.1068287635799274,0.006290372368214776,0.00512077121913811,0.004669231683411386
rotatable,total480,c10_m48,1:4,r0028,/home/thekaka/project/cytosim/clu/10/r0028,400,0.009560635356359143,0.0052546628879816155,0.02815013404825734,0.7333333333333333,4.199443064940489,0.1725,0.06666666666666667,0.7181136120042868,0.7181136120042868,0.006620094596031972,0.005293379678567348,0.003969976690685032
rotatable,total480,c10_m48,1:8,r0002,/home/thekaka/project/cytosim/clu/10/r0002,400,0.009853449874497095,0.008772944493932382,0.043839808408727796,12.0,6.983230528621159,0.36,0.13333333333333333,-1.0420436402341666,1.0420436402341666,0.009427833910220786,0.00898769644047025,0.007932145772413302
rotatable,total480,c10_m48,1:8,r0005,/home/thekaka/project/cytosim/clu/10/r0005,400,0.009853449874497095,0.0061597478439735405,0.029863261093911048,1.3666666666666667,4.926296306296288,0.205,0.2,1.3465832655372831,1.3465832655372831,0.00724502461796227,0.006598287025886719,0.004671741634877086
rotatable,total480,c10_m48,1:8,r0008,/home/thekaka/project/cytosim/clu/10/r0008,400,0.009853449874497095,0.00706120485393617,0.040140658174097704,10.366666666666667,5.638944706653012,0.2475,0.7333333333333333,-0.1827241279387708,0.1827241279387708,0.00923283267144764,0.005095008542428844,0.007339874597770019
rotatable,total480,c10_m48,1:8,r0011,/home/thekaka/project/cytosim/clu/10/r0011,400,0.009853449874497095,0.0060815709224536696,0.02754342431761811,0.6,4.851485025804128,0.2025,0.3333333333333333,-0.22828784119106704,0.22828784119106704,0.006011436222320588,0.005861116888720052,0.006397709352803899
rotatable,total480,c10_m48,1:8,r0014,/home/thekaka/project/cytosim/clu/10/r0014,400,0.009853449874497095,0.0071580380810554855,0.029242819843341983,3.433333333333333,5.721730725940995,0.2625,0.1,1.5357702349869458,1.5357702349869458,0.0071824132224568545,0.007205167377737869,0.007081930933504948
rotatable,total480,c10_m48,1:8,r0017,/home/thekaka/project/cytosim/clu/10/r0017,400,0.009853449874497095,0.004883970616644551,0.0201315789473685,11.233333333333333,3.898887019631431,0.125,0.7,0.14973684210526272,0.14973684210526272,0.004866521354308255,0.004029408634216239,0.005878327560020626
rotatable,total480,c10_m48,1:8,r0020,/home/thekaka/project/cytosim/clu/10/r0020,400,0.009853449874497095,0.006389388851768656,0.028146125845033676,0.7666666666666667,5.101240670598494,0.2325,0.2,0.6770670826833073,0.6770670826833073,0.00741647557804129,0.004929292593139727,0.007128252350760228
rotatable,total480,c10_m48,1:8,r0023,/home/thekaka/project/cytosim/clu/10/r0023,400,0.009853449874497095,0.006593895877107565,0.031281920326864,7.433333333333334,5.267328141931198,0.24,0.16666666666666666,1.0066394279877422,1.0066394279877422,0.008927631267234197,0.006807822721432196,0.0042289833727276885
rotatable,total480,c10_m48,1:8,r0026,/home/thekaka/project/cytosim/clu/10/r0026,400,0.009853449874497095,0.00937021261350533,0.04439985351755393,2.2,7.474491858810117,0.3675,0.1,-3.930656010024185,3.930656010024185,0.014488001905560486,0.008179626163173621,0.006084495375300688
rotatable,total480,c10_m48,1:8,r0029,/home/thekaka/project/cytosim/clu/10/r0029,400,0.009853449874497095,0.006981104629462089,0.034183951965065386,0.43333333333333335,5.554998332390632,0.2425,0.03333333333333333,0.5685043668122272,0.5685043668122272,0.008729249769709721,0.007550472700606541,0.004741146748842731
rotatable,total480,c10_m48,1:16,r0003,/home/thekaka/project/cytosim/clu/10/r0003,400,0.009608760109627612,0.008095909772531806,0.030153237765694674,12.966666666666667,6.455225099290892,0.35,0.16666666666666666,-1.5914483440434997,1.5914483440434997,0.007198042627152204,0.008128192453451961,0.008874564643998595
rotatable,total480,c10_m48,1:16,r0006,/home/thekaka/project/cytosim/clu/10/r0006,400,0.009608760109627612,0.006335614219662781,0.028932140978432386,5.7,5.058365126387773,0.225,0.23333333333333334,-0.15938979484481774,0.15938979484481774,0.007018754067146393,0.0065103108244045135,0.005515017787893239
rotatable,total480,c10_m48,1:16,r0009,/home/thekaka/project/cytosim/clu/10/r0009,400,0.009608760109627612,0.006790797344198141,0.036077235772357635,8.2,5.418537265602416,0.2475,1.5333333333333334,-0.25279471544715415,0.25279471544715415,0.006242284312822432,0.007973212772977903,0.00593515411073818
rotatable,total480,c10_m48,1:16,r0012,/home/thekaka/project/cytosim/clu/10/r0012,400,0.009608760109627612,0.012135454266340846,0.07863613487669852,9.933333333333334,9.699304530334881,0.425,0.13333333333333333,-2.2886260694514347,2.2886260694514347,0.011299160256162451,0.008099022683567606,0.017517009416166913
rotatable,total480,c10_m48,1:16,r0015,/home/thekaka/project/cytosim/clu/10/r0015,400,0.009608760109627612,0.008555450871049062,0.044184491978609575,1.2333333333333334,6.806823036218309,0.3525,0.36666666666666664,-2.3809576741830543,2.3809576741830543,0.008900744699730545,0.00842890033653027,0.008386692203604192
rotatable,total480,c10_m48,1:16,r0018,/home/thekaka/project/cytosim/clu/10/r0018,400,0.009608760109627612,0.007655604702300095,0.03513650151668381,2.8,6.088485990707644,0.29,0.1,-2.4127906976744184,2.4127906976744184,0.009714428971721645,0.006281822220978768,0.00735840839800265
rotatable,total480,c10_m48,1:16,r0021,/home/thekaka/project/cytosim/clu/10/r0021,400,0.009608760109627612,0.0077717974750387935,0.03644200626959235,5.333333333333333,6.190669379229501,0.2925,0.8,-1.6556948798328106,1.6556948798328106,0.007228064352360164,0.009075944521917621,0.006772424838145151
rotatable,total480,c10_m48,1:16,r0024,/home/thekaka/project/cytosim/clu/10/r0024,400,0.009608760109627612,0.006756051840136021,0.035027367738490245,8.866666666666667,5.39120978486602,0.2475,0.23333333333333334,-0.6944444444444436,0.6944444444444436,0.007432360176683667,0.006716667629921834,0.006186791836189142
rotatable,total480,c10_m48,1:16,r0027,/home/thekaka/project/cytosim/clu/10/r0027,400,0.009608760109627612,0.00826430735028699,0.03619791666666683,8.433333333333334,6.605456296896257,0.32,0.1,-1.3333333333333333,1.3333333333333333,0.010166772150601107,0.0092858630435412,0.005366393875283085
rotatable,total480,c10_m48,1:16,r0030,/home/thekaka/project/cytosim/clu/10/r0030,400,0.009608760109627612,0.011099210111007446,0.03879866033203894,2.1333333333333333,8.87028976437837,0.495,0.3333333333333333,3.145079044270329,3.145079044270329,0.015444633126820482,0.010479998234523063,0.007860862344525816
rotatable,total480,c20_m24,1:4,r0001,/home/thekaka/project/cytosim/clu/20/r0001,400,0.009560635356359143,0.005808238833999726,0.03797219307450161,6.166666666666667,4.640121581420656,0.1875,0.5333333333333333,-1.8368310598111233,1.8368310598111233,0.005195657626378523,0.007402788029528535,0.004538886042989054
rotatable,total480,c20_m24,1:4,r0004,/home/thekaka/project/cytosim/clu/20/r0004,400,0.009560635356359143,0.004625489506821787,0.025209533787323102,0.13333333333333333,3.6949752144812256,0.115,0.1,-1.0684865897753384,1.0684865897753384,0.00626613116574382,0.004183263326340053,0.0036415014889633036
rotatable,total480,c20_m24,1:4,r0007,/home/thekaka/project/cytosim/clu/20/r0007,400,0.009560635356359143,0.005011160592065644,0.01995354832433499,7.433333333333334,4.004649039713464,0.14,0.4666666666666667,-0.7070110986171789,0.7070110986171789,0.004736072094313277,0.005268051769171603,0.004966899940665929
rotatable,total480,c20_m24,1:4,r0010,/home/thekaka/project/cytosim/clu/20/r0010,400,0.009560635356359143,0.004766161965039762,0.02314052706777253,0.6,3.7858274881356904,0.1175,0.5,0.6416309701699039,0.6416309701699039,0.005349451992814287,0.00459471562270593,0.004432615690573398
rotatable,total480,c20_m24,1:4,r0013,/home/thekaka/project/cytosim/clu/20/r0013,400,0.009560635356359143,0.005581710712677941,0.02381253158160679,8.466666666666667,4.461035382275816,0.17,2.1666666666666665,-1.556313131313131,1.556313131313131,0.004775620433053631,0.006676823467448386,0.0050600147589353935
rotatable,total480,c20_m24,1:4,r0016,/home/thekaka/project/cytosim/clu/20/r0016,400,0.009560635356359143,0.005386919167400599,0.0231188285468244,12.066666666666666,4.286392992392607,0.165,0.03333333333333333,0.17661289595914065,0.17661289595914065,0.005694824864777141,0.005681170891314941,0.0047702891172100624
rotatable,total480,c20_m24,1:4,r0019,/home/thekaka/project/cytosim/clu/20/r0019,400,0.009560635356359143,0.005640452630693217,0.028210639441160756,0.4,4.503764576343934,0.1775,0.3,0.3463191832348198,0.3463191832348198,0.00728459159676001,0.005335127688616845,0.004496530526490982
rotatable,total480,c20_m24,1:4,r0022,/home/thekaka/project/cytosim/clu/20/r0022,400,0.009560635356359143,0.004900657058811201,0.03303436078827705,11.066666666666666,3.9042451122267123,0.1075,0.2,0.3622169356088444,0.3622169356088444,0.004840720440558831,0.004367349191375196,0.005565761163295421
rotatable,total480,c20_m24,1:4,r0025,/home/thekaka/project/cytosim/clu/20/r0025,400,0.009560635356359143,0.004671985075695909,0.023808664197222,12.533333333333333,3.7253492107739947,0.11,0.2,-0.39218127490039834,0.39218127490039834,0.004204318639327903,0.0033784352698845934,0.006577975738287435
rotatable,total480,c20_m24,1:4,r0028,/home/thekaka/project/cytosim/clu/20/r0028,400,0.009560635356359143,0.004635071542359292,0.02692934252154658,10.866666666666667,3.693524040943446,0.115,0.36666666666666664,0.4022522954307063,0.4022522954307063,0.00604669200692092,0.003430035360407818,0.004732572244724843
rotatable,total480,c20_m24,1:8,r0002,/home/thekaka/project/cytosim/clu/20/r0002,400,0.009853449874497095,0.008623750184783306,0.04547244094488191,3.1333333333333333,6.88325211633058,0.3375,1.1,-4.205511811023622,4.205511811023622,0.007303027881905201,0.00690436930610174,0.011792247023292688
rotatable,total480,c20_m24,1:8,r0005,/home/thekaka/project/cytosim/clu/20/r0005,400,0.009853449874497095,0.005622774516917553,0.023279132177595613,10.2,4.491038762470211,0.14,0.43333333333333335,-0.32712765957446827,0.32712765957446827,0.0062652321212927995,0.005148885470586411,0.005581789036223021
rotatable,total480,c20_m24,1:8,r0008,/home/thekaka/project/cytosim/clu/20/r0008,400,0.009853449874497095,0.005141309984219573,0.028412073490813757,9.6,4.091779529204989,0.1275,0.7666666666666667,0.14387006771212446,0.14387006771212446,0.005540603247518908,0.005103171705925086,0.004822262987361194
rotatable,total480,c20_m24,1:8,r0011,/home/thekaka/project/cytosim/clu/20/r0011,400,0.009853449874497095,0.005611464205178902,0.029198966408268953,2.3333333333333335,4.459318586694732,0.185,0.6666666666666666,-0.24055337774464292,0.24055337774464292,0.006239680482015915,0.006046345030280799,0.004542839314271351
rotatable,total480,c20_m24,1:8,r0014,/home/thekaka/project/cytosim/clu/20/r0014,400,0.009853449874497095,0.005527172473320946,0.03420863642619709,0.8666666666666667,4.408696246075469,0.16,0.16666666666666666,1.1140124095139612,1.1140124095139612,0.007705422214357557,0.004424670791185887,0.004810863565969053
rotatable,total480,c20_m24,1:8,r0017,/home/thekaka/project/cytosim/clu/20/r0017,400,0.009853449874497095,0.005679937279388574,0.02820351758793966,0.8666666666666667,4.530514363942802,0.18,0.1,-0.6386238071320943,0.6386238071320943,0.008353357577283059,0.0043873003290242985,0.004731529089351911
rotatable,total480,c20_m24,1:8,r0020,/home/thekaka/project/cytosim/clu/20/r0020,400,0.009853449874497095,0.006134998921050907,0.02213418058461778,5.033333333333333,4.8867926036478915,0.2025,0.8,-0.5173867228661749,0.5173867228661749,0.007470891603338293,0.00631121034091283,0.004719709286154057
rotatable,total480,c20_m24,1:8,r0023,/home/thekaka/project/cytosim/clu/20/r0023,400,0.009853449874497095,0.006668305823664856,0.025581224577736775,2.8,5.32784262261099,0.2275,0.1,-0.21995764955002695,0.21995764955002695,0.008075810146132708,0.005281718354961152,0.00697742876970975
rotatable,total480,c20_m24,1:8,r0026,/home/thekaka/project/cytosim/clu/20/r0026,400,0.009853449874497095,0.005326379826713665,0.02723577235772344,0.5,4.257226935399938,0.15,0.4,-1.2830320559170891,1.2830320559170891,0.006240238586987003,0.004518537157716449,0.005421244008981265
rotatable,total480,c20_m24,1:8,r0029,/home/thekaka/project/cytosim/clu/20/r0029,400,0.009853449874497095,0.006138551045249115,0.027173913043478257,0.7,4.90082447946209,0.2075,0.1,-1.33654204792538,1.33654204792538,0.00939537848100246,0.004565045212084836,0.00498178318356968
rotatable,total480,c20_m24,1:16,r0003,/home/thekaka/project/cytosim/clu/20/r0003,400,0.009608760109627612,0.005433970860797219,0.02775660569105695,0.5333333333333333,4.3351085992068805,0.185,0.4,-0.3429878048780483,0.3429878048780483,0.006994589079459793,0.006024458184020064,0.0033401795134363576
rotatable,total480,c20_m24,1:16,r0006,/home/thekaka/project/cytosim/clu/20/r0006,400,0.009608760109627612,0.006728697985671999,0.04223057644110301,8.6,5.380201496307022,0.2275,2.8,-0.8107769423558887,0.8107769423558887,0.005883245584117636,0.007102665833573585,0.00706849690628064
rotatable,total480,c20_m24,1:16,r0009,/home/thekaka/project/cytosim/clu/20/r0009,400,0.009608760109627612,0.0061906105741644105,0.03417312661498706,8.7,4.94550129371903,0.205,0.5,2.7731474578399853,2.7731474578399853,0.006982358571207608,0.006241498743639132,0.005413120214856403
rotatable,total480,c20_m24,1:16,r0012,/home/thekaka/project/cytosim/clu/20/r0012,400,0.009608760109627612,0.007164251543166442,0.029780564263322956,0.9666666666666667,5.726045957626152,0.2925,0.2,1.4299895506792062,1.4299895506792062,0.007937199135406336,0.005769869691216942,0.00805872875168459
rotatable,total480,c20_m24,1:16,r0015,/home/thekaka/project/cytosim/clu/20/r0015,400,0.009608760109627612,0.00658745095940398,0.036091549295774183,5.133333333333334,5.261293378574105,0.2325,0.1,-1.577464788732395,1.577464788732395,0.00846977381092402,0.007783454280682245,0.003508085176788523
rotatable,total480,c20_m24,1:16,r0018,/home/thekaka/project/cytosim/clu/20/r0018,400,0.009608760109627612,0.004308568733546807,0.026652039235931985,2.6333333333333333,3.4317543156965056,0.1075,0.6333333333333333,0.26923076923076916,0.26923076923076916,0.006183216704337902,0.0037151798526874847,0.003285097158010605
rotatable,total480,c20_m24,1:16,r0021,/home/thekaka/project/cytosim/clu/20/r0021,400,0.009608760109627612,0.006728299081819784,0.027617801047120333,0.5333333333333333,5.364445548178342,0.25,0.3333333333333333,-1.3086387434554974,1.3086387434554974,0.009062878801073914,0.005371356983644767,0.006161324487430559
rotatable,total480,c20_m24,1:16,r0024,/home/thekaka/project/cytosim/clu/20/r0024,400,0.009608760109627612,0.006340473375897278,0.02763719182803747,1.1333333333333333,5.057626329801067,0.2125,0.6666666666666666,-1.1851949420442573,1.1851949420442573,0.007351171771897537,0.005933379851994129,0.0058884956618624786
rotatable,total480,c20_m24,1:16,r0027,/home/thekaka/project/cytosim/clu/20/r0027,400,0.009608760109627612,0.005799025220984974,0.028237434753055596,5.833333333333333,4.631489552084557,0.19,0.9333333333333333,-0.427594936708861,0.427594936708861,0.006153926539453792,0.006519198931531906,0.00465200756083361
rotatable,total480,c20_m24,1:16,r0030,/home/thekaka/project/cytosim/clu/20/r0030,400,0.009608760109627612,0.00625380774697939,0.022521321961620586,10.2,4.987587775408673,0.1925,0.23333333333333334,0.5234541577825164,0.5234541577825164,0.00648541326978552,0.005706689173181719,0.006669889646641381
rotatable,total480,c40_m12,1:4,r0001,/home/thekaka/project/cytosim/clu/40/r0001,400,0.009560635356359143,0.004031534145740055,0.023073146784486853,2.433333333333333,3.213702059112888,0.0675,nan,0.09073075036782668,0.09073075036782668,0.005238123343608674,0.003350252035774721,0.0037155662216823023
rotatable,total480,c40_m12,1:4,r0004,/home/thekaka/project/cytosim/clu/40/r0004,400,0.009560635356359143,0.00508650073686941,0.027462400420376037,2.7333333333333334,4.067747868946137,0.135,1.6666666666666667,0.5969360802958262,0.5969360802958262,0.00602770598218498,0.0045018370671958165,0.0049009749831173954
rotatable,total480,c40_m12,1:4,r0007,/home/thekaka/project/cytosim/clu/40/r0007,400,0.009560635356359143,0.005337343995202847,0.022309881013967817,0.16666666666666666,4.245948657103818,0.155,0.13333333333333333,-0.32177961717537584,0.32177961717537584,0.005467496036738897,0.00532128637660201,0.005237500864266474
rotatable,total480,c40_m12,1:4,r0010,/home/thekaka/project/cytosim/clu/40/r0010,400,0.009560635356359143,0.004898931429412662,0.020733652312599715,5.033333333333333,3.9162242725795187,0.13,1.2666666666666666,0.8603292618162505,0.8603292618162505,0.005481702744769469,0.005096236280837562,0.004143622160395905
