model,group,case,xlink_regime,n_runs_used,mean_vz_abs_mean,mean_vz_abs_sem,peak_vz_abs_mean,peak_vz_abs_sem,time_to_peak_min_mean,time_to_peak_min_sem,auc_vz_abs_mean,auc_vz_abs_sem,active_transport_fraction_mean,active_transport_fraction_sem,onset_time_min_mean,onset_time_min_sem,net_z_displacement_mean,net_z_displacement_sem,abs_net_z_displacement_mean,abs_net_z_displacement_sem,early_mean_vz_abs_mean,early_mean_vz_abs_sem,mid_mean_vz_abs_mean,mid_mean_vz_abs_sem,late_mean_vz_abs_mean,late_mean_vz_abs_sem
fixed_global,total480,c60_m8,1:4,10,0.002900190138383523,4.690700895930307e-05,0.014293518678959038,0.0008988002764924644,6.81,1.3963979234064432,2.3127338666356314,0.03781809116287356,0.01975,0.003986957904635228,nan,nan,0.6535029455875649,0.05843871046037473,0.6535029455875649,0.05843871046037473,0.0031117412650265045,6.952609878215662e-05,0.002830396262313791,7.063573867999132e-05,0.002787934392886921,0.00011127179817358011
fixed_global,total480,c60_m8,1:8,10,0.0027430710214628026,7.742423773029892e-05,0.01274858604057757,0.0006939887842162472,6.263333333333334,1.1640971704381993,2.1852708691863634,0.06158052010863577,0.0115,0.0026666666666666666,nan,nan,0.6783917051392093,0.09639894454234774,0.6783917051392093,0.09639894454234774,0.00291732021052945,0.00010192902722242902,0.0026274126516876504,6.510896276921406e-05,0.0027172168380073954,0.00014893063563867087
fixed_global,total480,c80_m6,1:16,10,0.0023630951976145523,4.2329190027121596e-05,0.010333583046868048,0.0006798991206724337,5.2733333333333325,1.1625196135342628,1.8827076747173312,0.033867252131461696,0.0035000000000000005,0.001632993161855452,0.2,0.0,0.5274938873686578,0.048459317023345085,0.5274938873686578,0.048459317023345085,0.0024318374283137695,0.00010784322086003029,0.0023626452974781476,5.6127794743873176e-05,0.0023011651179752684,5.937472962048276e-05
fixed_global,total480,c80_m6,1:4,10,0.0029144925015289497,8.38051022756647e-05,0.014633112099701867,0.0004949863689303655,4.4,1.4225173304939227,2.3203520181807904,0.06638888428374519,0.020499999999999997,0.00270801280154532,nan,nan,0.7372485357795411,0.09333655242221478,0.7372485357795411,0.09333655242221478,0.0031772860847852414,0.00016684919750111234,0.0029033537925391094,8.008104304100924e-05,0.002688525859857021,9.903369803811097e-05
fixed_global,total480,c80_m6,1:8,10,0.002667723742523954,6.723741689597912e-05,0.012864021142954086,0.0006047198276422887,6.35,1.4318618631214843,2.1236143441349915,0.05373556322704031,0.01225,0.0032797781090257378,3.9166666666666665,2.0833333333333335,0.8362856605877159,0.06470537960798782,0.8362856605877159,0.06470537960798782,0.002846114980192109,9.167728121099822e-05,0.002632452772111338,8.256484490089662e-05,0.0025460602942749613,9.481802061104565e-05
rotatable,mpc12,c10_m12,1:16,10,0.002797520285662584,9.341497749378131e-05,0.01452162458732074,0.0007484289010488644,3.2800000000000002,1.0650241984151705,2.23132380273625,0.07510667764704534,0.025750000000000002,0.005231448705239836,3.8416666666666663,2.056848317207664,-0.15811535508440727,0.1533003876287326,0.3979170274711825,0.09319727248395884,0.0032079484670243102,0.0001656077067045346,0.0027227003700598914,9.844006333540958e-05,0.002510360238016465,0.00014999075828352925
rotatable,mpc12,c10_m12,1:4,10,0.0031653111027304037,7.319265482281237e-05,0.015683110642389052,0.0008348800311758852,6.376666666666667,1.184936837406102,2.5205195405079532,0.0575220191522351,0.030500000000000006,0.003391164991562634,4.577777777777778,2.1819404660830837,-0.04403824543751893,0.11362652405022397,0.2579909556999288,0.07570330724309184,0.00340941994078965,0.00014805434131133602,0.003157806904626001,0.00013347310110028973,0.0029521559728572,7.382673215482924e-05
rotatable,mpc12,c10_m12,1:8,10,0.003068294327727359,0.00010224233258074035,0.015674526662964393,0.0009168017356261593,4.123333333333333,0.9152487349969843,2.444903938309866,0.08278970288225605,0.025500000000000002,0.003940530139178963,2.7000000000000006,1.9825161715280841,0.1317640651650591,0.1289533836784864,0.3069734022256342,0.0899319963169822,0.003329219680894907,0.0001077390604360727,0.0029392583719261554,0.00011934843866798831,0.0029790216280574534,0.0001700625867275081
rotatable,mpc12,c20_m12,1:16,10,0.00346856243985418,0.00014353645588539748,0.0195460132254812,0.002112639854223178,5.503333333333333,1.6300757386024267,2.7671387332244644,0.11501289072782275,0.05150000000000001,0.007247604968386299,2.8222222222222224,0.7125852775477317,-0.21589044760509862,0.1811670827055975,0.5310239936221757,0.08166041490982076,0.003730034563877045,0.00018133698199860926,0.0036127238599043604,0.0002304374170006543,0.0030659716324782415,0.00016746565131111466
rotatable,mpc12,c20_m12,1:4,10,0.0038489814772085006,0.00011369257953479326,0.017854929780214378,0.0011377412605004492,4.970000000000001,1.2344284427405718,3.0693758029904803,0.09123873221602694,0.06225000000000001,0.00771407443861183,2.276190476190476,0.6694669081015758,0.18308308078112887,0.15470038205400782,0.30806303850684413,0.13081218624983085,0.004263507636195065,0.0002134101890532834,0.003804221637961348,0.00012181120283006832,0.0035236789044426364,9.435232780089948e-05
